id,views,likes,shares,duration,description,url
7241006792862453000,921000,126300,1554,30,레미의 생존노트 첫 페이지 #valorant #vlrt #fyp #foryoupage #추천 #valorantfunny #발로란트 #valorantclips,https://www.tiktok.com/@jeongremy/video/7241006792862453000
7363161883500743943,2700000,356900,1425,6,Nuh uh🤫🧏‍♂️ #발로란트 #valorant #foryoupage #vlrt #valorantfunny #valorantclips #추천 #fyp #fypシ ,https://www.tiktok.com/@jeongremy/video/7363161883500743943
7269367448808262930,1300000,104600,374,33,레미의 발로란트 일기 전광석화편 #valorantclips #valorantfunny #valorant #fyp #foryoupage #vlrt #추천 #발로란트 ,https://www.tiktok.com/@jeongremy/video/7269367448808262930
7228537452607098113,1000000,114900,484,53,레미의 발로란트 일기 각성편 #valorantclips #valorant #발로란트 #valorantfunny #foryoupage #vlrt #fyp #추천 ,https://www.tiktok.com/@jeongremy/video/7228537452607098113
7291441765083630866,543300,52700,179,13,레미의 발로란트 회전 영역전개편 #fyp #foryoupage #발로란트 #추천 #vlrt #valorant #valorantclips #valorantfunny ,https://www.tiktok.com/@jeongremy/video/7291441765083630866
7259882849258556674,5200000,606600,1712,45,레미의 발로란트 일기 스파이편 #valorantfunny #valorantclips #valorant #vlrt #추천 #발로란트 #foryoupage #fyp ,https://www.tiktok.com/@jeongremy/video/7259882849258556674
7186655261413641474,1300000,126500,843,32,레미의 발로란트. #valorantclips #fyp #추천 #발로란트 #valorant #valorantfunny #같이할사람 ,https://www.tiktok.com/@jeongremy/video/7186655261413641474
7209307835031670017,898800,93700,371,43,레미의 발로란트 일기. with 日本の友達#valorantclips #valorant #valorantfunny #vlrt #fyp #foryoupage #추천 #발로란트 ,https://www.tiktok.com/@jeongremy/video/7209307835031670017
7277142284313955592,2000000,243500,737,44,레미의 발로란트 일기 합의편 #valorantfunny #valorantclips #valorant #vlrt #추천 #발로란트 #foryoupage #fyp ,https://www.tiktok.com/@jeongremy/video/7277142284313955592
7272984933172268296,1500000,132900,306,38,레미의 발로란트 일기 대쉬편 #valorantfunny #valorantclips #valorant #vlrt #추천 #발로란트 #foryoupage #fyp ,https://www.tiktok.com/@jeongremy/video/7272984933172268296
7202055726829800706,490700,57000,391,45,레미의 발로란트 일기 동물원 편 with @OMENIRL #발로란트 #추천 #foryoupage #fyp #vlrt #valorantfunny #valorant #valorantclips ,https://www.tiktok.com/@jeongremy/video/7202055726829800706
7368303063053896967,143000,10900,83,10,레미의 발로란트 쪽지 절제편 #valorantfunny #valorantclips #valorant #vlrt #fyp #fypシ #추천 #발로란트 #foryoupage ,https://www.tiktok.com/@jeongremy/video/7368303063053896967
7394381081040014600,344900,34800,205,61,레미의 발로란트 일기 장마편 [ 프로필에 디코방 링크 있어요 ] #valorant #추천 #vlrt #foryoupage #fyp #발로란트 #valorantclips #valorantfunny #fypシ ,https://www.tiktok.com/@jeongremy/video/7394381081040014600
7307504420550364424,956300,92400,407,41,레미의 발로란트 일기 엔트리편 #valorantfunny #valorantclips #valorant #vlrt #추천 #발로란트 #foryoupage #fyp ,https://www.tiktok.com/@jeongremy/video/7307504420550364424
7330790429824240928,2600000,75500,692,29,Smartest Cypher player fr 💀💀 #valorant #valorantclips #valorantgaming #valorantfunny #valorantclip #valoranttips #valorantedit #gaming #gamingvideos #gamingmemes #foryou #foryoupage ,https://www.tiktok.com/@valkeychains/video/7330790429824240928
7329562247007702305,4500000,335100,816,47,Would you get voicemod to sound like jett in game? 🤯🤣 #valorant #valorantclips #valorantgaming #valorantfunny #valorantclip #valorantmemes #valoranttips #valorantedit #gaming #gamingontiktok #foryou #foryoupage ,https://www.tiktok.com/@valkeychains/video/7329562247007702305
7389197707534994695,118500,9852,121,13,Im lặng là vàng 😶 #callofdutymobilevn #codmvn #gamingontiktok,https://www.tiktok.com/@codm.vng.games/video/7389197707534994695
7391485481520876818,803900,27700,255,21,PERK nào là phù hợp nhất với SNIPER 😎? #callofdutymobilevn #codmvn #gamingontiktok,https://www.tiktok.com/@codm.vng.games/video/7391485481520876818
7397764599740714248,372300,33100,431,29,Khi gặp camper trong CODM 🤣 #callofdutymobilevn #codmvn #gamingontiktok,https://www.tiktok.com/@codm.vng.games/video/7397764599740714248
7391862600184663304,457600,11700,124,36,Một trận đấu của CAMPER trong bản đồ FIRING RANGE 😎 #callofdutymobilevn #camper #codmvn #gamingontiktok,https://www.tiktok.com/@codm.vng.games/video/7391862600184663304
7392853490831215880,118900,2555,40,17,Sự khác biệt giữa người chơi PRO và BÌNH THƯỜNG 🤣 #callofdutymobilevn #codmvn #gamingontiktok,https://www.tiktok.com/@codm.vng.games/video/7392853490831215880
7392925255729302791,457200,44000,594,13,Siuuuuuuuuuuu 😂 #callofdutymobilevn #codmvn #gamingontiktok,https://www.tiktok.com/@codm.vng.games/video/7392925255729302791
